Timestamp          ,CPU Usage (%) ,Memory Usage (%) ,Disk Usage (%)
1737025060.9204965 ,         99.7 ,             3.2 ,          47.0
1737025062.9210432 ,         99.8 ,             3.2 ,          47.0
1737025064.9216042 ,         99.5 ,             3.2 ,          47.0
1737025066.922152  ,        100.0 ,             3.2 ,          47.0
1737025068.9226959 ,        100.0 ,             3.2 ,          47.0
1737025070.923244  ,         99.7 ,             3.2 ,          47.0
1737025072.9238195 ,        100.0 ,             3.2 ,          47.0
1737025074.9243872 ,         99.5 ,             3.2 ,          47.0
1737025076.9249911 ,        100.0 ,             3.2 ,          47.0
1737025078.9255717 ,        100.0 ,             3.2 ,          47.0
1737025080.9261334 ,         99.7 ,             3.2 ,          47.0
1737025082.9266837 ,        100.0 ,             3.2 ,          47.0
1737025084.9272437 ,        100.0 ,             3.2 ,          47.0
1737025086.9278126 ,         99.8 ,             3.2 ,          47.0
1737025088.9283736 ,        100.0 ,             3.2 ,          47.0
1737025090.9289184 ,         99.8 ,             3.2 ,          47.0
1737025092.9294634 ,        100.0 ,             3.2 ,          47.0
1737025094.93003   ,         99.7 ,             3.2 ,          47.0
1737025096.9306774 ,         71.2 ,             3.2 ,          47.0
1737025098.9312294 ,         99.8 ,             3.2 ,          47.0
1737025100.9318    ,         99.5 ,             3.2 ,          47.0
1737025102.932358  ,        100.0 ,             3.2 ,          47.0
1737025104.93294   ,         99.5 ,             3.2 ,          47.0
1737025106.9334922 ,         99.7 ,             3.2 ,          47.0
1737025108.9340405 ,         99.8 ,             3.2 ,          47.0
1737025110.9346297 ,        100.0 ,             3.3 ,          47.0
1737025112.9352624 ,        100.0 ,             3.2 ,          47.0
1737025114.935837  ,        100.0 ,             3.2 ,          47.0
1737025116.936387  ,        100.0 ,             3.2 ,          47.0
1737025118.9371119 ,        100.0 ,             3.3 ,          47.0
1737025120.9377108 ,        100.0 ,             3.2 ,          47.0
1737025122.938277  ,        100.0 ,             3.2 ,          47.0
1737025124.9388282 ,        100.0 ,             3.2 ,          47.0
1737025126.9393833 ,        100.0 ,             3.2 ,          47.0
1737025128.939973  ,        100.0 ,             3.2 ,          47.0
1737025130.9405632 ,         99.5 ,             3.2 ,          47.0
1737025132.941161  ,        100.0 ,             3.2 ,          47.0
1737025134.9417398 ,        100.0 ,             3.2 ,          47.0
1737025136.9422865 ,         99.7 ,             3.2 ,          47.0
1737025138.9428494 ,         99.7 ,             3.2 ,          47.0
1737025140.943409  ,        100.0 ,             3.2 ,          47.0
1737025142.9440205 ,        100.0 ,             3.2 ,          47.0
1737025144.9445696 ,         99.7 ,             3.2 ,          47.0
1737025146.9451299 ,         99.8 ,             3.2 ,          47.0
1737025148.9456885 ,        100.0 ,             3.3 ,          47.0
1737025150.946249  ,         99.2 ,             3.2 ,          47.0
1737025152.9468007 ,         99.8 ,             3.2 ,          47.0
1737025154.947386  ,        100.0 ,             3.2 ,          47.0
1737025156.9479647 ,         99.7 ,             3.2 ,          47.0
1737025158.9485438 ,        100.0 ,             3.2 ,          47.0
1737025160.9490893 ,        100.0 ,             3.2 ,          47.0
1737025162.949637  ,         99.5 ,             3.2 ,          47.0
